model,id,Task-ID,domain,response_type,sequence,task,choices,truth,prediction,hit,type,task_enc,truth_enc,prediction_enc
Verbal Reasoning,6,204,spatial-relational,verify,5,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,61,spatial-relational,verify,6,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,21,spatial-relational,verify,7,Left;C;D/Left;A;B/Left;B;C,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,6,165,spatial-relational,verify,8,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,160,spatial-relational,verify,9,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,158,spatial-relational,verify,10,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,66,spatial-relational,verify,11,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,166,spatial-relational,verify,12,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,157,spatial-relational,verify,13,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,115,spatial-relational,verify,14,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,156,spatial-relational,verify,15,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,109,spatial-relational,verify,16,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,205,spatial-relational,verify,17,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,118,spatial-relational,verify,18,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,65,spatial-relational,verify,19,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,164,spatial-relational,verify,20,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,162,spatial-relational,verify,21,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,163,spatial-relational,verify,22,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,70,spatial-relational,verify,23,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,17,spatial-relational,verify,24,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,113,spatial-relational,verify,25,Left;A;B/Left;B;C/Left;C;D,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,112,spatial-relational,verify,26,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,59,spatial-relational,verify,27,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,116,spatial-relational,verify,28,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,18,spatial-relational,verify,29,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,19,spatial-relational,verify,30,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,208,spatial-relational,verify,31,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,207,spatial-relational,verify,32,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,117,spatial-relational,verify,33,Left;C;D/Left;A;B/Left;B;C,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,6,111,spatial-relational,verify,34,Right;D;C/Right;B;A/Right;C;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,62,spatial-relational,verify,35,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,107,spatial-relational,verify,36,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,20,spatial-relational,verify,37,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,161,spatial-relational,verify,38,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,6,159,spatial-relational,verify,39,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,64,spatial-relational,verify,40,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,69,spatial-relational,verify,41,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,6,67,spatial-relational,verify,42,Left;B;C/Left;A;B/Left;C;D,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,6,108,spatial-relational,verify,43,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,114,spatial-relational,verify,44,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,22,spatial-relational,verify,45,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,6,155,spatial-relational,verify,46,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,6,60,spatial-relational,verify,47,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,False,0,adaption,,,
Verbal Reasoning,6,203,spatial-relational,verify,48,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,68,spatial-relational,verify,1,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,65,spatial-relational,verify,2,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,111,spatial-relational,verify,3,Right;D;C/Right;B;A/Right;C;B,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,7,207,spatial-relational,verify,4,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,205,spatial-relational,verify,5,Right;C;B/Right;B;A/Right;D;C,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,7,162,spatial-relational,verify,6,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,157,spatial-relational,verify,7,Right;C;B/Right;B;A/Right;D;C,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,7,164,spatial-relational,verify,8,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,110,spatial-relational,verify,9,Right;C;B/Right;D;C/Right;B;A,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,7,161,spatial-relational,verify,10,Left;A;B/Left;B;C/Left;C;D,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,7,66,spatial-relational,verify,11,Left;A;B/Left;C;D/Left;B;C,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,7,163,spatial-relational,verify,12,Left;B;C/Left;A;B/Left;C;D,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,7,118,spatial-relational,verify,13,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,7,21,spatial-relational,verify,14,Left;C;D/Left;A;B/Left;B;C,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,113,spatial-relational,verify,15,Left;A;B/Left;B;C/Left;C;D,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,7,165,spatial-relational,verify,16,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,204,spatial-relational,verify,17,Right;B;A/Right;D;C/Right;B;C,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,7,206,spatial-relational,verify,18,Right;C;B/Right;D;C/Right;B;A,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,7,158,spatial-relational,verify,19,Right;C;B/Right;D;C/Right;B;A,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,7,156,spatial-relational,verify,20,Right;B;A/Right;D;C/Right;B;C,Left;D;A,False,True,0,adaption,,,
Verbal Reasoning,7,166,spatial-relational,verify,21,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,69,spatial-relational,verify,22,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,64,spatial-relational,verify,23,Right;D;C/Right;C;B/Right;B;A,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,59,spatial-relational,verify,24,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,7,114,spatial-relational,verify,25,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,7,70,spatial-relational,verify,26,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,115,spatial-relational,verify,27,Left;B;C/Left;A;B/Left;C;D,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,7,61,spatial-relational,verify,28,Right;C;B/Right;B;A/Right;D;C,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,67,spatial-relational,verify,29,Left;B;C/Left;A;B/Left;C;D,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,7,109,spatial-relational,verify,30,Right;C;B/Right;B;A/Right;D;C,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,7,203,spatial-relational,verify,31,Right;B;A/Right;C;B/Right;D;C,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,7,159,spatial-relational,verify,32,Right;D;C/Right;B;A/Right;C;B,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,7,60,spatial-relational,verify,33,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,7,18,spatial-relational,verify,34,Left;A;B/Left;C;D/Left;B;C,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,116,spatial-relational,verify,35,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,7,160,spatial-relational,verify,36,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,7,20,spatial-relational,verify,37,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,7,155,spatial-relational,verify,38,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,7,112,spatial-relational,verify,39,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,17,spatial-relational,verify,40,Left;A;B/Left;B;C/Left;C;D,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,19,spatial-relational,verify,41,Left;B;C/Left;A;B/Left;C;D,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,63,spatial-relational,verify,42,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,7,117,spatial-relational,verify,43,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,7,107,spatial-relational,verify,44,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,208,spatial-relational,verify,45,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,7,108,spatial-relational,verify,46,Right;B;A/Right;D;C/Right;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,7,22,spatial-relational,verify,47,Left;C;D/Left;B;C/Left;A;B,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,7,62,spatial-relational,verify,48,Right;C;B/Right;D;C/Right;B;A,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,8,113,spatial-relational,verify,1,Left;A;B/Left;B;C/Left;C;D,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,8,60,spatial-relational,verify,2,Right;B;A/Right;D;C/Right;B;C,Left;A;D,True,False,0,adaption,,,
Verbal Reasoning,8,204,spatial-relational,verify,3,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,207,spatial-relational,verify,4,Right;D;C/Right;B;A/Right;C;B,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,8,66,spatial-relational,verify,5,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,108,spatial-relational,verify,6,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,8,206,spatial-relational,verify,7,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,163,spatial-relational,verify,8,Left;B;C/Left;A;B/Left;C;D,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,8,164,spatial-relational,verify,9,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,112,spatial-relational,verify,10,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,19,spatial-relational,verify,11,Left;B;C/Left;A;B/Left;C;D,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,166,spatial-relational,verify,12,Left;C;D/Left;B;C/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,111,spatial-relational,verify,13,Right;D;C/Right;B;A/Right;C;B,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,8,70,spatial-relational,verify,14,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,61,spatial-relational,verify,15,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,116,spatial-relational,verify,16,Left;B;C/Left;C;D/Left;A;B,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,8,63,spatial-relational,verify,17,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,20,spatial-relational,verify,18,Left;B;C/Left;C;D/Left;A;B,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,8,67,spatial-relational,verify,19,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,156,spatial-relational,verify,20,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,208,spatial-relational,verify,21,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,22,spatial-relational,verify,22,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,159,spatial-relational,verify,23,Right;D;C/Right;B;A/Right;C;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,160,spatial-relational,verify,24,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,64,spatial-relational,verify,25,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,115,spatial-relational,verify,26,Left;B;C/Left;A;B/Left;C;D,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,8,205,spatial-relational,verify,27,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,118,spatial-relational,verify,28,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,162,spatial-relational,verify,29,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,109,spatial-relational,verify,30,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,65,spatial-relational,verify,31,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,68,spatial-relational,verify,32,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,21,spatial-relational,verify,33,Left;C;D/Left;A;B/Left;B;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,59,spatial-relational,verify,34,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,157,spatial-relational,verify,35,Right;C;B/Right;B;A/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,62,spatial-relational,verify,36,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,165,spatial-relational,verify,37,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,107,spatial-relational,verify,38,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,117,spatial-relational,verify,39,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,114,spatial-relational,verify,40,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,69,spatial-relational,verify,41,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,158,spatial-relational,verify,42,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,8,18,spatial-relational,verify,43,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,161,spatial-relational,verify,44,Left;A;B/Left;B;C/Left;C;D,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,17,spatial-relational,verify,45,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,8,203,spatial-relational,verify,46,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,8,110,spatial-relational,verify,47,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,8,155,spatial-relational,verify,48,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,157,spatial-relational,verify,1,Right;C;B/Right;B;A/Right;D;C,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,9,117,spatial-relational,verify,2,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,67,spatial-relational,verify,3,Left;B;C/Left;A;B/Left;C;D,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,115,spatial-relational,verify,4,Left;B;C/Left;A;B/Left;C;D,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,64,spatial-relational,verify,5,Right;D;C/Right;C;B/Right;B;A,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,164,spatial-relational,verify,6,Left;B;C/Left;C;D/Left;A;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,205,spatial-relational,verify,7,Right;C;B/Right;B;A/Right;D;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,159,spatial-relational,verify,8,Right;D;C/Right;B;A/Right;C;B,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,9,65,spatial-relational,verify,9,Left;A;B/Left;B;C/Left;C;D,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,155,spatial-relational,verify,10,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,156,spatial-relational,verify,11,Right;B;A/Right;D;C/Right;B;C,Left;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,111,spatial-relational,verify,12,Right;D;C/Right;B;A/Right;C;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,69,spatial-relational,verify,13,Left;C;D/Left;A;B/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,162,spatial-relational,verify,14,Left;A;B/Left;C;D/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,118,spatial-relational,verify,15,Left;C;D/Left;B;C/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,21,spatial-relational,verify,16,Left;C;D/Left;A;B/Left;B;C,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,9,62,spatial-relational,verify,17,Right;C;B/Right;D;C/Right;B;A,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,109,spatial-relational,verify,18,Right;C;B/Right;B;A/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,66,spatial-relational,verify,19,Left;A;B/Left;C;D/Left;B;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,114,spatial-relational,verify,20,Left;A;B/Left;C;D/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,158,spatial-relational,verify,21,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,63,spatial-relational,verify,22,Right;D;C/Right;B;A/Right;C;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,70,spatial-relational,verify,23,Left;C;D/Left;B;C/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,206,spatial-relational,verify,24,Right;C;B/Right;D;C/Right;B;A,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,165,spatial-relational,verify,25,Left;C;D/Left;A;B/Left;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,207,spatial-relational,verify,26,Right;D;C/Right;B;A/Right;C;B,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,60,spatial-relational,verify,27,Right;B;A/Right;D;C/Right;B;C,Left;A;D,False,False,1,adaption,,,
Verbal Reasoning,9,110,spatial-relational,verify,28,Right;C;B/Right;D;C/Right;B;A,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,68,spatial-relational,verify,29,Left;B;C/Left;C;D/Left;A;B,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,203,spatial-relational,verify,30,Right;B;A/Right;C;B/Right;D;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,61,spatial-relational,verify,31,Right;C;B/Right;B;A/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,113,spatial-relational,verify,32,Left;A;B/Left;B;C/Left;C;D,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,9,17,spatial-relational,verify,33,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,112,spatial-relational,verify,34,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,9,22,spatial-relational,verify,35,Left;C;D/Left;B;C/Left;A;B,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,9,204,spatial-relational,verify,36,Right;B;A/Right;D;C/Right;B;C,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,59,spatial-relational,verify,37,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,163,spatial-relational,verify,38,Left;B;C/Left;A;B/Left;C;D,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,20,spatial-relational,verify,39,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,108,spatial-relational,verify,40,Right;B;A/Right;D;C/Right;B;C,Right;D;A,True,False,0,adaption,,,
Verbal Reasoning,9,161,spatial-relational,verify,41,Left;A;B/Left;B;C/Left;C;D,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,9,160,spatial-relational,verify,42,Right;D;C/Right;C;B/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,166,spatial-relational,verify,43,Left;C;D/Left;B;C/Left;A;B,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,9,116,spatial-relational,verify,44,Left;B;C/Left;C;D/Left;A;B,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,9,208,spatial-relational,verify,45,Right;D;C/Right;C;B/Right;B;A,Right;A;B,False,False,1,adaption,,,
Verbal Reasoning,9,18,spatial-relational,verify,46,Left;A;B/Left;C;D/Left;B;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,9,19,spatial-relational,verify,47,Left;B;C/Left;A;B/Left;C;D,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,9,107,spatial-relational,verify,48,Right;B;A/Right;C;B/Right;D;C,Right;D;A,True,True,1,adaption,,,
Verbal Reasoning,10,165,spatial-relational,verify,1,Left;C;D/Left;A;B/Left;B;C,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,10,155,spatial-relational,verify,2,Right;B;A/Right;C;B/Right;D;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,10,114,spatial-relational,verify,3,Left;A;B/Left;C;D/Left;B;C,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,10,62,spatial-relational,verify,4,Right;C;B/Right;D;C/Right;B;A,Left;A;D,False,True,0,adaption,,,
Verbal Reasoning,10,59,spatial-relational,verify,5,Right;B;A/Right;C;B/Right;D;C,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,10,22,spatial-relational,verify,6,Left;C;D/Left;B;C/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,10,20,spatial-relational,verify,7,Left;B;C/Left;C;D/Left;A;B,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,10,108,spatial-relational,verify,8,Right;B;A/Right;D;C/Right;B;C,Right;D;A,False,False,1,adaption,,,
Verbal Reasoning,10,68,spatial-relational,verify,9,Left;B;C/Left;C;D/Left;A;B,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,10,205,spatial-relational,verify,10,Right;C;B/Right;B;A/Right;D;C,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,10,118,spatial-relational,verify,11,Left;C;D/Left;B;C/Left;A;B,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,10,17,spatial-relational,verify,12,Left;A;B/Left;B;C/Left;C;D,Left;A;D,True,True,1,adaption,,,
Verbal Reasoning,10,116,spatial-relational,verify,13,Left;B;C/Left;C;D/Left;A;B,Left;D;A,True,False,0,adaption,,,
Verbal Reasoning,10,158,spatial-relational,verify,14,Right;C;B/Right;D;C/Right;B;A,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,10,162,spatial-relational,verify,15,Left;A;B/Left;C;D/Left;B;C,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,10,117,spatial-relational,verify,16,Left;C;D/Left;A;B/Left;B;C,Left;D;A,False,False,1,adaption,,,
Verbal Reasoning,10,164,spatial-relational,verify,17,Left;B;C/Left;C;D/Left;A;B,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,10,166,spatial-relational,verify,18,Left;C;D/Left;B;C/Left;A;B,Right;A;B,True,False,0,adaption,,,
Verbal Reasoning,10,69,spatial-relational,verify,19,Left;C;D/Left;A;B/Left;B;C,Right;D;A,False,True,0,adaption,,,
Verbal Reasoning,10,112,spatial-relational,verify,20,Right;D;C/Right;C;B/Right;B;A,Right;D;A,True,True,1,adaption,,,
