model,id,Task-ID,domain,response_type,sequence,task,choices,truth,prediction,hit,type,task_enc,truth_enc,prediction_enc
PRISM,16,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,16,14,spatial-relational,verify,14,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,16,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,16,4,spatial-relational,verify,16,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,17,11,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,17,15,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,17,13,spatial-relational,verify,3,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,17,7,spatial-relational,verify,4,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,17,5,spatial-relational,verify,5,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,17,10,spatial-relational,verify,6,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,17,9,spatial-relational,verify,7,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,17,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,17,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,17,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,17,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,17,14,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,17,1,spatial-relational,verify,13,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,17,4,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,17,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,17,3,spatial-relational,verify,16,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,18,3,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,18,11,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,18,4,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,18,10,spatial-relational,verify,4,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,18,14,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,18,5,spatial-relational,verify,6,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,18,15,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,18,16,spatial-relational,verify,8,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,18,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,18,7,spatial-relational,verify,10,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,18,13,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,18,9,spatial-relational,verify,12,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,18,1,spatial-relational,verify,13,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,18,6,spatial-relational,verify,14,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,18,12,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,18,2,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,19,11,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
PRISM,19,15,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,19,14,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
PRISM,19,9,spatial-relational,verify,4,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,19,16,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,19,8,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,19,7,spatial-relational,verify,7,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,19,13,spatial-relational,verify,8,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,19,4,spatial-relational,verify,9,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,19,1,spatial-relational,verify,10,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,19,6,spatial-relational,verify,11,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,19,5,spatial-relational,verify,12,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,19,2,spatial-relational,verify,13,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,19,3,spatial-relational,verify,14,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,19,12,spatial-relational,verify,15,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
PRISM,19,10,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,20,12,spatial-relational,verify,1,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,20,3,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,20,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,20,14,spatial-relational,verify,4,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,20,1,spatial-relational,verify,5,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,20,9,spatial-relational,verify,6,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,20,13,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,20,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,20,4,spatial-relational,verify,9,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,20,7,spatial-relational,verify,10,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,20,11,spatial-relational,verify,11,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,20,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,20,5,spatial-relational,verify,13,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,20,15,spatial-relational,verify,14,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,20,10,spatial-relational,verify,15,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,20,16,spatial-relational,verify,16,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,21,2,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,21,1,spatial-relational,verify,2,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,21,11,spatial-relational,verify,3,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,21,9,spatial-relational,verify,4,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,21,10,spatial-relational,verify,5,Left;A;B/Right;C;B,Left;C;A,True,False,0,adaption,,,
PRISM,21,15,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,21,8,spatial-relational,verify,7,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,21,5,spatial-relational,verify,8,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
PRISM,21,3,spatial-relational,verify,9,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,21,6,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,21,16,spatial-relational,verify,11,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,21,7,spatial-relational,verify,12,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
PRISM,21,12,spatial-relational,verify,13,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,21,4,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,21,14,spatial-relational,verify,15,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,21,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,22,5,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,22,10,spatial-relational,verify,2,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,22,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,22,3,spatial-relational,verify,4,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,22,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,22,1,spatial-relational,verify,6,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,22,14,spatial-relational,verify,7,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,22,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,22,9,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,22,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,22,4,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,22,13,spatial-relational,verify,12,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,22,16,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,22,12,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,22,7,spatial-relational,verify,15,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,22,15,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,23,1,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,23,7,spatial-relational,verify,2,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,23,15,spatial-relational,verify,3,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,23,14,spatial-relational,verify,4,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,23,8,spatial-relational,verify,5,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
PRISM,23,13,spatial-relational,verify,6,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,23,11,spatial-relational,verify,7,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,23,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,23,10,spatial-relational,verify,9,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,23,6,spatial-relational,verify,10,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,23,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,23,4,spatial-relational,verify,12,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,23,3,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,23,16,spatial-relational,verify,14,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,23,9,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,23,5,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,24,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,24,1,spatial-relational,verify,2,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,24,8,spatial-relational,verify,3,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,24,14,spatial-relational,verify,4,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,24,4,spatial-relational,verify,5,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,24,16,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,24,2,spatial-relational,verify,7,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,24,3,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,24,11,spatial-relational,verify,9,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,24,15,spatial-relational,verify,10,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,24,12,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,24,13,spatial-relational,verify,12,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,24,5,spatial-relational,verify,13,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,24,10,spatial-relational,verify,14,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,24,6,spatial-relational,verify,15,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,24,7,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,25,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,25,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,25,3,spatial-relational,verify,3,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,25,9,spatial-relational,verify,4,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,25,1,spatial-relational,verify,5,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,25,6,spatial-relational,verify,6,Left;A;B/Right;C;B,Right;C;A,False,True,0,adaption,,,
PRISM,25,11,spatial-relational,verify,7,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,25,15,spatial-relational,verify,8,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,25,4,spatial-relational,verify,9,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,25,8,spatial-relational,verify,10,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,25,5,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,25,14,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,25,16,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,25,2,spatial-relational,verify,14,Left;A;B/Right;C;B,Left;A;C,False,True,0,adaption,,,
PRISM,25,10,spatial-relational,verify,15,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,25,7,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,26,3,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,26,12,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,26,11,spatial-relational,verify,3,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,26,13,spatial-relational,verify,4,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,26,14,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,26,9,spatial-relational,verify,6,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,26,6,spatial-relational,verify,7,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,26,16,spatial-relational,verify,8,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,26,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,26,10,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,26,1,spatial-relational,verify,11,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,26,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,26,4,spatial-relational,verify,13,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
PRISM,26,15,spatial-relational,verify,14,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,26,5,spatial-relational,verify,15,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
PRISM,26,7,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
PRISM,27,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,27,10,spatial-relational,verify,2,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,27,3,spatial-relational,verify,3,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,27,6,spatial-relational,verify,4,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,27,14,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,27,11,spatial-relational,verify,6,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
PRISM,27,5,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;C;A,False,True,0,adaption,,,
PRISM,27,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,27,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
PRISM,27,15,spatial-relational,verify,10,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,27,4,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
PRISM,27,7,spatial-relational,verify,12,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,27,16,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,27,9,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,27,1,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;A;C,False,True,0,adaption,,,
PRISM,28,9,spatial-relational,verify,1,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,28,16,spatial-relational,verify,2,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,28,6,spatial-relational,verify,3,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,28,4,spatial-relational,verify,4,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,28,14,spatial-relational,verify,5,Left;A;B/Right;C;B,Right;A;C,True,False,0,adaption,,,
PRISM,28,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,28,13,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,28,3,spatial-relational,verify,8,Right;B;A/Left;B;C,Left;A;C,False,True,0,adaption,,,
PRISM,28,11,spatial-relational,verify,9,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,28,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,28,8,spatial-relational,verify,11,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,28,1,spatial-relational,verify,12,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,28,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,True,False,0,adaption,,,
PRISM,28,12,spatial-relational,verify,14,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
PRISM,28,5,spatial-relational,verify,15,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,28,10,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;C;A,True,False,0,adaption,,,
PRISM,29,13,spatial-relational,verify,1,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,29,4,spatial-relational,verify,2,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,29,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,29,8,spatial-relational,verify,4,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,29,15,spatial-relational,verify,5,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,29,6,spatial-relational,verify,6,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,29,12,spatial-relational,verify,7,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,29,7,spatial-relational,verify,8,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,29,9,spatial-relational,verify,9,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,29,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,29,5,spatial-relational,verify,11,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,29,3,spatial-relational,verify,12,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,29,11,spatial-relational,verify,13,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,29,14,spatial-relational,verify,14,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,29,16,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,29,10,spatial-relational,verify,16,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,30,14,spatial-relational,verify,1,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,30,11,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,30,12,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,30,16,spatial-relational,verify,4,Right;B;A/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,30,10,spatial-relational,verify,5,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,30,7,spatial-relational,verify,6,Right;B;A/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,30,5,spatial-relational,verify,7,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,30,1,spatial-relational,verify,8,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,30,6,spatial-relational,verify,9,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,30,4,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;A;C,False,True,0,adaption,,,
PRISM,30,3,spatial-relational,verify,11,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,30,2,spatial-relational,verify,12,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,30,15,spatial-relational,verify,13,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,30,9,spatial-relational,verify,14,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,30,8,spatial-relational,verify,15,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,30,13,spatial-relational,verify,16,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,31,11,spatial-relational,verify,1,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
PRISM,31,3,spatial-relational,verify,2,Right;B;A/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,31,1,spatial-relational,verify,3,Left;A;B/Left;B;C,Left;A;C,True,True,1,adaption,,,
PRISM,31,14,spatial-relational,verify,4,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,31,7,spatial-relational,verify,5,Right;B;A/Left;B;C,Right;C;A,False,True,0,adaption,,,
PRISM,31,16,spatial-relational,verify,6,Right;B;A/Right;C;B,Right;A;C,True,False,0,adaption,,,
PRISM,31,10,spatial-relational,verify,7,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,31,2,spatial-relational,verify,8,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,31,5,spatial-relational,verify,9,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,31,12,spatial-relational,verify,10,Right;B;A/Right;C;B,Left;C;A,True,False,0,adaption,,,
PRISM,31,4,spatial-relational,verify,11,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,31,6,spatial-relational,verify,12,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,31,8,spatial-relational,verify,13,Right;B;A/Right;C;B,Right;C;A,False,True,0,adaption,,,
PRISM,31,13,spatial-relational,verify,14,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,31,9,spatial-relational,verify,15,Left;A;B/Left;B;C,Left;C;A,False,False,1,adaption,,,
PRISM,31,15,spatial-relational,verify,16,Right;B;A/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,32,10,spatial-relational,verify,1,Left;A;B/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,32,13,spatial-relational,verify,2,Left;A;B/Left;B;C,Right;A;C,False,False,1,adaption,,,
PRISM,32,4,spatial-relational,verify,3,Right;B;A/Right;C;B,Left;A;C,True,True,1,adaption,,,
PRISM,32,5,spatial-relational,verify,4,Left;A;B/Left;B;C,Right;C;A,True,True,1,adaption,,,
PRISM,32,11,spatial-relational,verify,5,Right;B;A/Left;B;C,Left;C;A,True,False,0,adaption,,,
PRISM,32,12,spatial-relational,verify,6,Right;B;A/Right;C;B,Left;C;A,False,False,1,adaption,,,
PRISM,32,14,spatial-relational,verify,7,Left;A;B/Right;C;B,Right;A;C,False,False,1,adaption,,,
PRISM,32,6,spatial-relational,verify,8,Left;A;B/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,32,8,spatial-relational,verify,9,Right;B;A/Right;C;B,Right;C;A,True,True,1,adaption,,,
PRISM,32,2,spatial-relational,verify,10,Left;A;B/Right;C;B,Left;A;C,True,True,1,adaption,,,
